type,siteid,resourceid
Archaeological Site,CI00050,a4894ec7-8639-40d5-8703-376bacd5df3c
Archaeological Site,CI00058,5dc22529-9cc0-4bad-8b44-0f31cc529551
Archaeological Site,CI00062,32fd5a2d-2d7c-4f71-95bd-6912a823baf4
Archaeological Site,CI00063,bcc15600-d0e0-41b1-a5b1-416a45c271a7
Archaeological Site,CI00064,9ea7130b-7c9e-41a6-8127-4263bfa9d817
Archaeological Site,CI00065,614ad4c1-6dbd-46d2-ae37-bbf1f94d4bf1
Archaeological Site,CI00066,ae5d8071-90d8-4c6c-af00-d8b69c663d51
Archaeological Site,CI00070,e0e662db-40c4-4352-901e-eaf65b9cc87a
Archaeological Site,CI00072,7b33e2a8-a722-4847-94ce-2d3c2a8e0382
Archaeological Site,CI00073,c368f1fd-f0e6-48db-912b-5c80813ef418
Archaeological Site,CI00074,6a7aebf9-6232-426a-b0cd-a5bc4dca3403
Archaeological Site,CI00075,111e53ae-77b0-4330-8f05-ff80391ad0fa
Archaeological Site,CI00076,34d8dec0-4672-4167-a88b-ca2fe50b0870
Archaeological Site,CI00077,f3a58920-6057-4375-86b0-2f9489f2292e
Archaeological Site,CI00087,5fbc663a-8079-40f6-8919-d363138e0923
Archaeological Site,CI00088,a3b3d966-8c2f-4576-9d91-f7f550cad97b
Archaeological Site,CI00096,a824a48e-4303-4960-a4fb-04fb182d27d5
Archaeological Site,CI00100,c423a6b1-d307-47c5-98d4-6a0db362fbc4
Archaeological Site,CI00101,f61a2408-2356-4dd7-8cbe-1d3fc35a7bff
Archaeological Site,CI00102,bff0e630-e38b-4fd3-afeb-855d28c460df
Archaeological Site,CI00106,f54b090b-e7be-4162-8c3d-bd54ad5b5f2c
Archaeological Site,CI00107,6e48d5e6-13fb-4f3e-93dd-b62ce6de47e3
Archaeological Site,CI00118,4f1ebf8a-8d8d-4a35-a1fb-926cdf685ba0
Archaeological Site,CI00121,652c7806-dc3b-4a9e-be38-40e5fe5ed482
Archaeological Site,CI00122,a9f1bd12-21c1-45ff-b6db-b3652bffd6e0
Archaeological Site,CI00132,30997213-9fbf-44dc-9ab2-f71b60596916
Archaeological Site,CI00137,de1194d4-d46f-4c2c-a53d-73297ab2d4bf
Archaeological Site,CI00138,e2f7603a-c3a9-4f80-b824-8eb165c8a457
Archaeological Site,CI00208,b3d56938-b5f8-4692-b934-42bad41914fc
Archaeological Site,CI00209,66a32801-9f16-4188-a77b-084e903db2e5
Archaeological Site,CI00230,aea99404-cc3f-467f-a437-d85f358a0dee
Archaeological Site,CI00231,ece047ef-efea-4124-b8b7-6cb07f9e85f2
Archaeological Site,CI00232,9eaabeba-0b20-416a-ab52-77d87b662388
Archaeological Site,CI00233,44471ff1-52ed-445b-8806-6b46e07c8e35
Archaeological Site,CI00234,bfcfdb6d-a98f-487a-842b-43f153e1cf08
Archaeological Site,CI00414,ec9f3241-661d-48bc-bdb6-b5585cf2f253
Archaeological Site,CI00418,78218009-5b3e-4916-9627-48f5ddb9f1e2
Archaeological Site,CI00419,054e0f0d-c973-4a3f-87e9-b01b4a5b664c
Archaeological Site,CI00427,66f879fe-42ec-4b7f-b2f1-5d8e03cf3608
Archaeological Site,CI00444,d33862cd-ed02-4ae5-a005-9952b289e1e0
Archaeological Site,CI00449,d367c1b5-93e3-45ad-9411-a14a4e6dc139
Archaeological Site,CI00450,edba5a46-8c68-45ff-a0c2-d9ff4ab302c8
Archaeological Site,CI00451,7b1b1d56-cc37-42d9-9390-4017f740884c
Archaeological Site,CI00556,f3268005-6e69-4aa5-b872-c3e1f62fe5bc
Archaeological Site,CI00575,01f12550-473a-4b94-877a-3c5338290d0a
Archaeological Site,CI00578,efbb4061-64f1-477b-9aad-2234583376ce
Archaeological Site,CI00582,c2091ac9-a6d8-4c38-85cf-cb01cb4a1fec
Archaeological Site,CI00585,1f9bf015-ed2c-4f5e-be63-77066ad88651
Archaeological Site,CI00586,f0673712-02f3-4e26-8fb1-beb1ecfa2738
Archaeological Site,CI00601,7848cfdf-4e09-48b3-a28f-0d1fad643ef4
Archaeological Site,CI00604,41bd5491-df00-47e5-a8cb-c151a8bb5488
Archaeological Site,CI00607,36863dad-9f16-4ddb-b17a-42e858f9dea8
Archaeological Site,CI00837,ad81c89d-edbb-4ef7-9871-10f355f24a22
Archaeological Site,CI00839,6ab3636d-4b00-4537-8f1b-8c7c2142e554
Archaeological Site,CI00869,80a41a62-bfd0-4899-8771-ac5f837ecc7a
Archaeological Site,CI00870,980e38b1-6db7-4ebe-b04e-ecb511be5360
Archaeological Site,CI00871,4c7126af-100d-4057-8030-18a2f3c6d5fe
Archaeological Site,CI00872,c807374b-0f13-4bd6-8ff9-1258ecc2e636
Archaeological Site,CI00873,20603b19-0056-452d-afcb-20f917b6ccdd
Archaeological Site,CI00874,25164247-564a-4453-afb0-d456651e8117
Archaeological Site,CI00875,da79d32c-009d-4706-a686-cefa6b906e4a
Archaeological Site,CI00876,e576d41f-878b-429d-9436-c7bb614fae3a
Archaeological Site,CI00877,879d950a-0f85-4c5c-84d6-f6fc32ae2161
Archaeological Site,CI00878,68190899-a86f-4c31-966f-424a773e9b55
Archaeological Site,CI00879,995f8242-bbb7-4cd3-aa40-3e7d68844350
Archaeological Site,CI00880,324e3ab8-459a-4850-a1b6-c716b9ec7601
Archaeological Site,CI00881,1f950659-b7ff-4182-8f26-88cc706ce59f
Archaeological Site,CI00882,510bb177-1514-4f8d-ab60-40557ceb7886
Archaeological Site,CI00884,6727ddec-a28b-49d3-8be2-d50e28c7d3ec
Archaeological Site,CI01010,4e267bd5-f745-447e-ab56-2b9c46a303ea
Archaeological Site,CI01013,87309060-dabe-4ad1-b537-d6cfa37d92d3
Archaeological Site,CI01046,33bfdd97-ae32-47ec-94fa-7ea9650f51bd
Archaeological Site,CI01065,705437e5-f6de-4593-a44c-333a445418ad
Archaeological Site,CI01066,236d0688-63d7-4eb2-a3c3-60dd463f6ad3
Archaeological Site,CI01068,a5fc7d10-5d1b-441e-8323-87e3fce3c321
Archaeological Site,CI01069,771fcfa6-566f-46d0-81eb-48e6dbba1186
Archaeological Site,CI01071,c3e449d0-95fb-403f-9824-b6296c18ab08
Archaeological Site,CI01076,e1644881-5fe3-43d3-99ba-06d4e48395d8
Archaeological Site,CI01077,9a6c4ea7-9803-4a02-bdd5-37eb202b756b
Archaeological Site,CI01089,765c1b6d-0b46-4fb1-8c2b-b12b7e4966bc
Archaeological Site,CI01090,d7f2372a-8b64-4c5f-92cb-2c304a4528f2
Archaeological Site,CI01134,4a1dbb32-4e33-49c3-8ff0-b36caab27d1c
Archaeological Site,CI01135,8b47e325-4f58-42c4-b6d5-1db584705063
Archaeological Site,CI01136,55afc159-d6b3-4bc2-947e-ffe3affe779a
Archaeological Site,CI01137,8c309ffe-07cd-48cf-86cb-9cc3e12e27c5
Archaeological Site,CI01138,53cdec4c-fc1e-4789-8ae1-f72bc747ca4c
Archaeological Site,CI01139,ffc37d7e-3d73-48cb-860e-aedc8406be78
Archaeological Site,CI01140,3ed42508-38a3-4b8e-a77e-5b574e3f0578
Archaeological Site,CI01141,651536c4-4073-4321-8719-067af8b64980
Archaeological Site,CI01142,aed9582d-8ba9-46c3-9373-901a55525a3d
Archaeological Site,CI01143,4d1860e1-d474-481a-a8ee-a45dfb9bff52
Archaeological Site,CI01144,dccb1fb2-5eb6-483a-b52f-c99cb633e6cb
Archaeological Site,CI01145,415345e3-3f5f-4e29-ad05-bbadc4116e5c
Archaeological Site,CI01146,22f08522-b991-46ae-830f-aff2be63864e
Archaeological Site,CI01147,4b6547b5-1dc1-4ef5-8507-5c3cd749ad61
Archaeological Site,CI01148,46d8d20f-c377-4a1c-94db-364b7d7e7bc4
Archaeological Site,CI01149,436ff9a7-8103-4940-8e99-42afb9128fce
Archaeological Site,CI01150,2b348840-12cb-474f-bb07-2ef0c2b96341
Archaeological Site,CI01151,690e4f17-37e3-401b-8cb5-b5a0dce68ca2
Archaeological Site,CI01152,c6a6534a-0c3a-4489-89dd-f1fa6f9d1aae
Archaeological Site,CI01153,4866f3e1-e8a4-4b78-94be-2bf041b251cf
Archaeological Site,CI01154,b781ccd9-fb64-4a62-9980-b1c6216a65a2
Archaeological Site,CI01155,b81d6dfb-7a4b-4273-89b7-221e3c28b0bc
Archaeological Site,CI01156,3b585388-d287-4d52-9ec7-867bc6e59d99
Archaeological Site,CI01157,76c030b7-84ee-4192-b6a8-65836e1127f1
Archaeological Site,CI01158,3e969c9a-80b2-4f1c-b88c-da0f87b54ed8
Archaeological Site,CI01159,2f70b219-9738-4cbb-a3f1-fd473996465f
Archaeological Site,CI01160,b6feeaff-a085-4394-a658-1ed3ee08bc32
Archaeological Site,CI01161,fe69b2d9-9ce1-46f0-b0d6-3c73a7ab1385
Archaeological Site,CI01162,69d93fba-c773-4ff5-9837-bf9ee4bebd39
Archaeological Site,CI01163,0a7ccb75-c571-4d8e-b473-2c1e970e0c16
Archaeological Site,CI01164,28bb60be-c4df-4d62-9578-c18167034eef
Archaeological Site,CI01165,e94f243a-41cd-4db1-973c-0162f1cac5bc
Archaeological Site,CI01166,61d8aa7e-ea6d-4751-9c7a-a55a63f063a9
Archaeological Site,CI01167,7d84d478-1fe5-47fd-bb82-3f6376053eff
Archaeological Site,CI01168,0754a83a-e5a5-4bd0-b781-d2a3dd02679f
Archaeological Site,CI01169,ca4f3d8e-c106-487f-a0ee-f8545376f9f2
Archaeological Site,CI01170,9156f4dc-0e6e-4287-9635-0e49a57e93e4
Archaeological Site,CI01178,96b3d480-82ff-46de-a3c3-c440101e186b
Archaeological Site,CI01182,74f6c93b-12f1-4611-9011-24d224ccc455
Archaeological Site,CI01183,d24e686e-c3ef-4744-a7da-b6c923ee0348
Archaeological Site,CI01184,7f596e0e-fe14-4687-99e3-cb7082ddb845
Archaeological Site,CI01185,e4127aa4-f0e3-4cab-80ef-01d8e3fd005d
Archaeological Site,CI01186,e94d8735-e5bd-4016-9099-390550d360ea
Archaeological Site,CI01187,7c88bc87-3fda-4ee5-9435-8c3e77a62ad8
Archaeological Site,CI01188,a5aebff1-e9af-47ef-a604-06dd29c28590
Archaeological Site,CI01189,13e9b435-a965-499d-9ebb-45ca3d9e0c99
Archaeological Site,CI01190,b4067217-a0d8-445b-846f-f5f89c61725c
Archaeological Site,CI01191,fc6222bc-faa5-4293-a9ee-954d41c05528
Archaeological Site,CI01192,3ab7185b-b58a-4120-984e-f87daae3e5ba
Archaeological Site,CI01193,21cec79d-c5cd-49c3-bf5a-4444f0070df9
Archaeological Site,CI01194,69f929cb-b583-444e-9e14-4066a3a5806d
Archaeological Site,CI01195,9422465d-fa1f-4d5b-b6c1-5511dd30b3e4
Archaeological Site,CI01196,ace8111f-51a1-4bf2-9a19-3f27138a00ea
Archaeological Site,CI01197,66f28214-b2ee-4dad-b53a-89547d98d78e
Archaeological Site,CI01198,9c7a4a02-e3e4-4a32-8c68-65bca783a11f
Archaeological Site,CI01199,02a22c62-7979-4f26-9320-9930a5bce549
Archaeological Site,CI01200,6a67b473-d4b2-4573-9087-8b2caa290092
Archaeological Site,CI01201,28e67823-7f08-4b59-be31-64ba3aedce50
Archaeological Site,CI01202,73b4bff3-92f0-42d4-8a38-99ad7ca26ede
Archaeological Site,CI01321,1ab5c2d6-7aae-4071-a4e6-f61ca5bcce31
Archaeological Site,CI01322,f73d0000-fd3f-4a0e-9ef8-8930d476d64e
Archaeological Site,CI01323,2a812a3c-1797-4740-87a8-44cf47fe6b82
Archaeological Site,CI01324,e6f641f4-a006-463f-aa58-e249ba0b66d0
Archaeological Site,CI01325,2370e28b-76ed-4f1d-95fb-fa3799e42904
Archaeological Site,CI01326,73d54d39-b8db-460e-b273-dd9ac2154f0f
Archaeological Site,CI01327,d05e2a53-18e5-4e27-8913-73e8abc58dcc
Archaeological Site,CI01328,e227259e-0baf-4d0a-be4c-d462305f9d81
Archaeological Site,CI01329,9d8d42b1-97c5-4702-8e0b-b2c726e352bc
Archaeological Site,CI01330,2156375d-50a6-45df-9700-f272f6458d18
Archaeological Site,CI01332,8bd54a69-9d3d-43fd-9159-b13addc0eb96
Archaeological Site,CI01365,1eb39e58-3828-4bf7-820a-6f720137b7c5
Archaeological Site,CI01204,0be4953a-231a-4289-b110-1e771d739013
Archaeological Site,CI01205,2e1cda75-cbab-4e3e-b6a0-f5c71a003de7
Archaeological Site,CI01206,1fe0e643-11e4-4f25-a2fd-8448d16245c8
Archaeological Site,CI01207,febb73c5-338e-48e0-a227-83ec7aeeb57f
Archaeological Site,CI01208,ece8dca4-27a4-4303-ac1a-8af8fafab3e8
Archaeological Site,CI01209,c06d646e-e468-4286-a1b9-5cdc9605f99d
Archaeological Site,CI01210,4ea6995a-8974-46ab-83c7-9815f6cf00a6
Archaeological Site,CI01212,eef07221-8ec9-4279-b9a6-e1f9eed2d974
Archaeological Site,CI01213,3077b768-db34-4c7b-b3d0-a1db79cf33c7
Archaeological Site,CI01214,1e48c150-cbaa-44eb-8af6-cbd811cf803e
Archaeological Site,CI01215,6352fc89-d9ea-4954-bf38-3d26812b837d
Archaeological Site,CI01216,857048d8-cc41-4c9e-ab7a-b0f104816210
Archaeological Site,CI01218,769323ab-310c-4454-8b87-b7706d1d8842
Archaeological Site,CI01219,a6f1353d-c993-4ea5-b23d-ee6ecb968856
Archaeological Site,CI01231,c215e613-edad-4d3f-baf7-0a957babf9e0
Archaeological Site,CI01232,ece79d7c-1eff-4a12-8cd2-7a87dbd295e6
Archaeological Site,CI01233,1b414b0e-da6f-43b0-aa93-701cca61ea83
Archaeological Site,CI01281,1fdec4e8-f90c-4522-9ec6-65b254df9b8c
Archaeological Site,CI01282,53e2eef9-bffe-4111-ae0c-52cf04823801
Archaeological Site,CI01283,5bcfe0dc-3de8-4e38-8662-c3578f26adb9
Archaeological Site,CI01284,0207185a-7f53-4a5c-a90b-1c13ec66c127
Archaeological Site,CI01285,625d7ad3-da5b-473b-b43e-802ebc5fd1dd
Archaeological Site,CI01286,28e35b40-2e12-44ec-9903-8cdcdde887e6
Archaeological Site,CI01287,b86d3088-2b5d-45a2-9e25-4988b388c166
Archaeological Site,CI01288,d3a9e97f-5d4d-44c3-94c5-78b89fdf2a9a
Archaeological Site,CI01289,4972b982-3047-42ea-80bf-47380d9ced8e
Archaeological Site,CI01290,3ae2a874-659a-4ea3-9197-c2c3d745f72a
Archaeological Site,CI01291,d45a85da-9cdd-4596-8d84-3f9b6aaf24e1
Archaeological Site,CI01292,676a2cf5-84fa-46b7-a159-a8abd99ed63d
Archaeological Site,CI01294,84907733-185c-486b-b8b6-e7894a305e09
Archaeological Site,CI01295,f439cdfb-9d2b-41b2-aba7-4802fbda7744
Archaeological Site,CI01296,00145831-b46a-43eb-8ab6-162a1564844c
Archaeological Site,CI01298,fbd9c9d9-00fa-4c69-99db-2c2f81de5d3d
Archaeological Site,CI01299,8d1e0d1a-1fa1-42de-8833-545df47d5bf3
Archaeological Site,CI01300,dc2baa46-b129-4539-ad79-169f7000fe92
Archaeological Site,CI01301,b7a067ee-3e18-4b16-9237-fb83475825ef
Archaeological Site,CI01302,bfd9e629-64a9-4137-be22-62c90fa7bb98
Archaeological Site,CI01304,f3a2067c-ab58-4df3-91e1-51ab2d058e13
Archaeological Site,CI01305,e529fb31-880e-4481-af3c-51431c3d6128
Archaeological Site,CI01306,3dda9635-1d62-4901-bf66-3ca380dff9e1
Archaeological Site,CI01307,df70af7c-39af-412f-a8e7-b7509a528893
Archaeological Site,CI01308,c1c02eb3-db59-4342-8f09-48436bb46d7e
Archaeological Site,CI01309,23a03bc1-3f99-40ce-a472-76599dacf209
Archaeological Site,CI01310,5ea8dfbd-796c-4ac3-8647-f20884589f91
Archaeological Site,CI01311,01d624b5-3c19-4bc7-8849-47ba74ce12d3
Archaeological Site,CI01312,5daae2a4-5f15-4690-8c57-ca8bd35e0d60
Archaeological Site,CI01313,e9c364e9-4382-442a-a250-da670c5c7b3e
Archaeological Site,CI01314,a2e553a4-ba1f-4bbe-aa1c-2603db8f9cd2
Archaeological Site,CI01315,5f5315c2-7e46-4768-97e0-9807d17d6e2b
Archaeological Site,CI01316,b1a9547d-6edc-463d-a1ea-16e1478445bd
Archaeological Site,CI01317,5e299605-41e4-410c-884b-5e3db959b679
Archaeological Site,CI01318,5cc15d94-44c0-44e8-90bb-f6452a097c51
Archaeological Site,CI01319,dbd3e229-b4a2-454f-be34-98fedcc5a2ca
Archaeological Site,CI01320,4430a848-9bcd-4c1c-ae1e-7a65bc9b2c42
Archaeological Site,CI01373,ca0c66ff-9767-4bbf-96ce-ec09d31da32c
Archaeological Site,CI01374,12445aea-ab5f-4cee-97ba-13172cd2eab6
Archaeological Site,CL01527,516d2ece-612c-41e0-a0cc-78cd8182c2a2
Archaeological Site,CL01528,7c81c359-bd03-4842-8727-e252236f6ae6
Archaeological Site,CL01533,baf1de95-40b3-454b-afe6-f34ab8d584a9
Archaeological Site,CO00408,fcf3ebc2-8727-4d0d-bcf6-9b332ea4b553
Archaeological Site,CO00409,aff27fdb-9682-451e-ad66-285e8bfdd692
Archaeological Site,CO00882,52e56b1d-8c55-4427-9959-280d219416e9
Archaeological Site,CL00673,8d0b37ea-67ab-4ec7-85e5-94660b9ecc1a
Archaeological Site,CL00733,0c8b764a-fb8b-4ba6-8068-ae2be72cdc29
Archaeological Site,CL00784,690e4eef-ed41-486d-9f18-cca60c56f897
Archaeological Site,CL01556,51eb33a0-c151-415f-9c0b-a6594a64aa74
Archaeological Site,CO00001,f21650ac-a036-4c46-a2f4-ec753d070b75
Archaeological Site,CO00002,1b2d1dd6-82cd-4a77-bda5-c1c54e0afc06
Archaeological Site,CO00003,6cf0d6fa-348d-4870-9b6a-ef87f7da813c
Archaeological Site,CO00004,df1735bc-7a3f-4745-abe4-b079eab3996f
Archaeological Site,CO00008,44fa66af-90dc-473e-927d-d841e090543a
Archaeological Site,CO00009,1b0e0bc1-5089-4856-92cb-8add90a93a17
Archaeological Site,CO00010,c4b42fd2-d1b4-4f44-9fdc-bbb222e3642d
Archaeological Site,CO00015,0de24109-47e6-49db-b742-c170d4874890
Archaeological Site,CO00019,22ff2bbe-00c6-454b-8b5b-97e778718d3e
Archaeological Site,CO00021,2c3e4dd2-f23c-4245-b432-6ed007f2647a
Archaeological Site,CO00023,13f583bb-65d8-4dfe-a215-b8d989c7d85e
Archaeological Site,CO00024,9934d1f3-6776-4e33-b77a-1bf9592a4587
Archaeological Site,CO00025,63e92bb7-89bd-4710-8ace-23b06c9c88e5
Archaeological Site,CO00028,2268a35d-056c-46ca-93c1-0c5638b473f5
Archaeological Site,CO00032,12b5b70f-cf5e-4eb0-ae1e-7bf919a8143a
Archaeological Site,CO00033,bc7af1cf-1b47-4f6c-a0f2-33a01d5c591a
Archaeological Site,CO00036,156eada3-55a8-49f5-a571-e3e3dfa10768
Archaeological Site,CO00043,b5e56e36-50db-4555-aba0-728f0b985805
Archaeological Site,CO00044,876514d0-ad8a-4343-b929-02eec8ded0c6
Archaeological Site,CO00050,92863a9d-a990-4e46-b675-cc6347ff3906
Archaeological Site,CO00051,ede554a8-ffc1-46c6-906f-f38a9d302d24
Archaeological Site,CO00069,0407ba60-4ee4-46f4-9d1b-663dcde8f8c8
Archaeological Site,CO00111,7f528d4a-72b2-44c9-b3dd-b021e7875f0b
Archaeological Site,CO00173,4039ec44-c2e7-490e-aab0-8c875075d019
Archaeological Site,CO00174,3464d01e-d30b-41ce-b978-daa85a55d8d2
Archaeological Site,CO00234,4ece6b2d-e342-47c2-b8da-40f7a142d4c2
Archaeological Site,CO00934,334820ca-9b47-4f3b-a21a-8ba539a623e3
Archaeological Site,CO00935,ce33f682-1dd9-4c96-8b1b-fa7a46c04655
Archaeological Site,CO00942,4b4bcc94-e20d-4da8-a3fb-f5a1ab0907d7
Archaeological Site,CO00659,acd6cf75-eed8-484f-bfd3-d0a9cda1bbed
Archaeological Site,CO00660,08d123a4-1866-4ae3-9478-0390f2865974
Archaeological Site,CO00661,b028e6db-731e-4193-a77f-8a91cee9b39c
Archaeological Site,CO00662,9639d11f-29bd-40b0-b097-e1391709119a
Archaeological Site,CO00720,39db06d7-f556-41c9-96a7-075b7d1eece0
Archaeological Site,CO00721,c5194c6b-de85-4919-8c94-596fd58d57f2
Archaeological Site,CO00722,075c216d-6630-4095-997d-67e8023b4c9d
Archaeological Site,CO00723,bb8f9486-3723-4fa8-855f-f3d0b4d8995d
Archaeological Site,CO00724,89c1828c-4c62-4ad6-8b33-c974c9b00ef8
Archaeological Site,CO00725,d983e362-8f89-4275-afa9-ad464eb405f3
Archaeological Site,CO00726,d91b9218-4681-404f-b62e-c76583d86078
Archaeological Site,CO00727,bc705e90-2821-4c35-badd-c7d8112a04b9
Archaeological Site,CO00728,fc4d0ffe-82b2-4613-b1bf-579072a2e330
Archaeological Site,CO00729,abdc5945-f4db-4902-b12a-615245eb03b0
Archaeological Site,CO00730,a71b7dec-bb4e-4801-884c-88bb8528ff1b
Archaeological Site,CO00732,6bee0a63-b656-4b2e-beea-45e2ecb90727
Archaeological Site,CO00733,8821faff-be1d-4dc0-9795-265bd66c39f4
Archaeological Site,CO00734,2f595ed6-ed56-4df8-ab68-5018b79ab9f2
Archaeological Site,CO00735,53f23171-1ddf-4a51-a514-6a6811f077a3
Archaeological Site,CO00736,89d19ee6-2f59-4514-aa8f-492debb8a9f5
Archaeological Site,CO00773,13ca237d-b315-4be7-8f9b-baa8534a1bd3
Archaeological Site,CO01015,a56a1559-7a6d-476e-b12e-da754c224bc9
Archaeological Site,CO01016,69e6445a-044a-4778-b108-e15c340ca487
Archaeological Site,CO01022,aa91d44c-deb4-40fe-8743-652341170a64
Archaeological Site,CO01023,aac3484e-6036-48d5-8af5-6657f7d51acf
Archaeological Site,CO01024,7ab24fb8-f8f1-4f8d-a287-2c6710d4cc05
Archaeological Site,CO01025,f37c176a-a8a3-4b1e-a78a-fd1fabac3bc1
Archaeological Site,CO01026,69378db1-d269-4608-b575-611a70bf9035
Archaeological Site,CO01027,601a22ce-b0f2-4644-b1ce-c13b0bcc96a5
Archaeological Site,CO01028,5044f62c-fb49-464c-ac0b-64d6f5982eaf
Archaeological Site,CO01029,c5457e5f-676f-4b58-ae49-5f27eeeaf030
Archaeological Site,CO01032,e96dedce-852f-4c4a-8ef3-f1379538de84
Archaeological Site,CO01034,9c4522e3-4075-4dc6-8040-90541da23c97
Archaeological Site,CO01105,99cdc8a3-cfd5-4589-bf1a-33cd9052b0c8
Archaeological Site,CO01200,3892dd8e-3769-4518-97ff-0e758056378a
Archaeological Site,CO01343,9ce97273-e130-4276-97f8-78cf5317b5d5
Archaeological Site,CO01344,194dc9bb-f658-408a-88e6-db3590644a75
Archaeological Site,CO01345,54c2ba89-e778-49e0-a3a6-fca50e1f1140
Archaeological Site,CO01337,7fab705f-a5f6-40b9-bbce-c9e92a4c16e1
Archaeological Site,CO01338,44ee6545-b751-4232-a924-04b61122024b
Archaeological Site,CO01339,05455e8c-0505-4085-a808-0c623a2d93be
Archaeological Site,CO01340,64b5db8d-11f7-421c-847d-9ce01c2ac8fa
Archaeological Site,CO01341,463d31b8-e81b-4f2d-9164-02ee59f351dd
Archaeological Site,CO01342,7678fa33-e9de-4e12-85a5-d2b1e325c316
Archaeological Site,CR00734,7e9dae3a-8d51-4b34-aaec-e00b327a6116
Archaeological Site,CR00735,3ce64e0f-c161-46da-ae32-415aff35fa07
Archaeological Site,CR00743,b1a057ac-a0b9-423a-9661-79199e270532
Archaeological Site,CR00924,dd3267e3-5c2d-46f7-9d5e-08f6ec7abc7f
Archaeological Site,CR00019,afc72f46-320c-4fde-ba6d-71724a32ce09
Archaeological Site,CR00020,0540a6f9-0a47-4dca-b06e-cfffc03efac2
Archaeological Site,CR00034,a5651c2e-957c-4adf-bad8-3b9687de633e
Archaeological Site,CR00068,fe51ddcf-e6dd-4116-985a-bf3bee2aad39
Archaeological Site,CR00069,8c1ab55e-579a-409e-875f-bdd52a70cdbe
Archaeological Site,CR00071,8dbbc4a5-3657-4f42-909d-8c05c57cde96
Archaeological Site,CR00075,0ea75df2-7448-499e-8cc7-4fcdd19f0cca
Archaeological Site,CR00084,f60b329d-6d47-4992-aac7-cae8f60ef1ae
Archaeological Site,CR00186,1b7038f5-ecba-43a3-9ee7-b3dc63ce9224
Archaeological Site,CR00192,570b3ab8-3973-416e-8f95-a0071c52b509
Archaeological Site,CR00218,a2fc3ffd-9b3a-45b2-9153-da240405b8d0
Archaeological Site,CR00544,2acd69fb-d868-4f39-a81b-620096ed6b20
Archaeological Site,CR00732,405e0dfc-c1a1-4636-96fe-dcd6a3a8bd6b
Archaeological Site,CR00733,9c511faf-bfe1-4039-8dc9-2dbe32f45e15
Archaeological Site,CR00744,4d97e7fb-a77a-4a3c-861c-837123e2156f
Archaeological Site,CR00745,6d6f9709-9221-4592-abb7-7d6eb752944d
Archaeological Site,CR00746,4180cace-486d-4da6-b350-960f67626073
Archaeological Site,CR00852,56b84740-7031-4d21-a679-9c1d868f7a49
Archaeological Site,CR00970,41680fef-b26f-4620-99fb-0a9f80ddfa3c
Archaeological Site,CR00990,f579b8a1-5986-4b0d-a52e-252cc22849e4
Archaeological Site,CR00996,6a985260-f701-43b1-bc1c-765ff0b8375c
Archaeological Site,CR00999,7b1b0818-8283-4380-97d0-a19a9f2f41f0
Archaeological Site,CR01000,f5a37cab-0878-48de-9ef5-95ddf75d70d3
Archaeological Site,CR01002,0e255dc6-4fb8-4101-b1a8-98c0b914a5d1
Archaeological Site,CR01004,b72ae4de-f13f-469a-ba08-48e168fd494a
Archaeological Site,CR01005,6b121f47-f25d-4e55-b37a-c59f10008dc8
Archaeological Site,CR01006,3f334110-f887-4bdc-88ea-c72f0a07972e
Archaeological Site,CR01007,233bee67-7f43-44a5-922a-234ea222cbc6
Archaeological Site,CR01008,5de434a8-128f-4854-9a87-10d6808ce94c
Archaeological Site,CR01010,6ca24c96-8298-47c6-9add-c6bcf1911aed
Archaeological Site,CR01011,b6986496-b9d4-4d08-8a11-3edeb1a6ecee
Archaeological Site,CR01012,18e8e3bc-bd21-4c11-9f2f-554a949bde84
Archaeological Site,CR01014,378033b3-e602-4ee9-b060-4a052de3a70d
Archaeological Site,CR01015,009acc45-345d-48a1-b724-71bb08cab93e
Archaeological Site,CR01017,b3981a31-d5de-40a4-a8cf-3cc79a80bbdf
Archaeological Site,CR01018,4230fda4-c945-4383-970b-89a99f1d878b
Archaeological Site,CR01020,7bd65813-f495-4cb9-9ffd-01f8684e196a
Archaeological Site,CR01021,1ad9bbd6-eaed-4e34-86b1-cfe6c3b011e6
Archaeological Site,CR01022,63e99710-ef36-42f6-bec9-fde765a76f32
Archaeological Site,CR01023,ddc04091-417f-490c-ad65-4f523e37571d
Archaeological Site,CR01024,0ae6809c-6564-47e8-9b5d-1e8891f8745c
Archaeological Site,CR01025,fcc91ae5-4875-4777-b198-6b022d614f8a
Archaeological Site,CR01026,5dd4d1fe-daa8-40b8-a940-3640d41485f2
Archaeological Site,CR01027,ead97720-71c3-4203-902e-f5e501f4a8cd
Archaeological Site,CR01028,9f9aabc0-e6d2-4ea5-9e08-4c10e7e58f4c
Archaeological Site,CR01029,99a338f2-b112-47e3-9a39-079a78a5bc18
Archaeological Site,CR01030,4f4bd5aa-d4f2-4a4a-b82c-40cead3f6abf
Archaeological Site,CR01031,94b905c8-4cc1-4f17-a4ef-d5d23ee270a9
Archaeological Site,CR01032,ba1042be-0f09-4e15-8e51-f5a8f868f472
Archaeological Site,CR01033,ed83cfec-f8c4-451b-9847-c04684c7ff98
